"Codi centre","Denominació completa","Codi naturalesa","Nom naturalesa","Codi titularitat","Nom titularitat","Adreça","Codi postal","Telèfon","FAX","Codi delegació","Nom delegació","Codi comarca","Nom comarca","Codi municipi","Nom municipi","Codi districte municipal","Nom DM","Codi localitat","Nom localitat","Zona educativa","Coordenades UTM X","Coordenades UTM Y","Coordenades GEO X","Coordenades GEO Y","Estudis","E mail centre","Estat","Grups en quarantena","cursos","linies","als_per_classe","num_alumnes","DATAGENERACIO","DATACREACIO","CODIMUNICIPI","ESTAT","GRUP_CONFIN","ALUMN_CONFIN","DOCENT_CONFIN","ALTRES_CONFIN","GRUP_ESTABLE","ALUMN_POSITIU","PERSONAL_POSITIU","ALTRES_POSITIU"
8072036,"Escola Bressol municipal La Puput",1,"Públic",4,"Corp. Locals","c. Reis Catòlics. 37",8017,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,424913.429,4585346.944,2.101520887,41.41616921,"EINF1C","a8072036@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072048,"Escola Bressol de Valldoreix",1,"Públic",4,"Corp. Locals","c. Brollador. 7",8197,NA,NA,408,"Vallès Occidental",40,"Vallès Occidental",8205,"Sant Cugat del Vallès",0,NA,4,"Valldoreix","Vallès Occidental Sud",419958.927,4589491.744,2.041694544,41.453020302,"EINF1C","a8072048@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8205,"Obert",0,0,0,0,0,0,0,0
8072061,"LLI privada Pam i Pipa de Gràcia",2,"Privat",27,"Soc. Civils","c. Providència. 21",8024,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429466.138,4584188.694,2.156127356,41.406149806,"EINF1C","a8072061@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 13:13",8019,"Obert",0,0,0,0,5,0,0,0
8072073,"Llar d'infants La Petita Estelada",1,"Públic",4,"Corp. Locals","av. J. Crous. s/n La Rosaleda",8445,"937 445 221",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8042,"Cànoves i Samalús",0,NA,1,"Cànoves","Vallès Oriental Nord",446775.426,4614841.875,2.360487967,41.683570014,"EINF1C","a8072073@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 14:51",8042,"Obert",0,0,0,0,2,0,0,0
8072097,"EB privada El Mallol",2,"Privat",41,"Persones Físiq.","c. Jaume Isern. 18",8302,"937 571 673",NA,508,"Maresme - Vallès Oriental",21,"Maresme",8121,"Mataró",0,NA,1,"Mataró","Mataró",453250.347,4598932.153,2.43952439,41.540680173,"EINF1C","a8072097@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8121,"Obert",0,0,0,0,0,0,0,0
8072103,"Escola Bressol Mestre Jané",1,"Públic",4,"Corp. Locals","c. Consell de Cent. s/n",8182,"938 663 562",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8210,"Sant Feliu de Codines",0,NA,1,"Sant Feliu de Codines","Vallès Oriental - Granollers",430694.585,4616081.784,2.167144339,41.693499422,"EINF1C","a8072103@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8210,"Obert",0,0,0,0,0,0,0,0
8072115,"Escola Bressol Pessigolles",2,"Privat",26,"Soc. Mercantils","c. Sant Joan. 20 baixos",8221,"937 839 387",NA,408,"Vallès Occidental",40,"Vallès Occidental",8279,"Terrassa",0,NA,4,"Terrassa","Vallès Occidental - Terrassa",417784.791,4602089.896,2.013947683,41.566260813,"EINF1C","a8072115@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 20:37",8279,"Obert",0,0,0,0,5,0,0,0
8072139,"Escola Bressol Municipal El Petit Roure",1,"Públic",4,"Corp. Locals","av. Catalunya.112",8105,"931 185 828",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8209,"Sant Fost de Campsentelles",0,NA,2,"Sant Fost de Campsentelles",NA,435256.513,4597243.458,2.223996798,41.524217122,"EINF1C","a8072139@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8209,"Obert",0,0,0,0,0,0,0,0
8072164,"LLI privada Petit Milú",2,"Privat",22,"Fundacions","c. Dolors Bigas. 16. local 1",8190,NA,NA,408,"Vallès Occidental",40,"Vallès Occidental",8205,"Sant Cugat del Vallès",0,NA,3,"Sant Cugat del Vallès","Vallès Occidental Sud",422018.829,4592772.477,2.065929865,41.482770384,"EINF1C","a8072164@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8205,"Obert",0,0,0,0,0,0,0,0
8072176,"Institut del Ter",1,"Públic",1,"Dep. Educació","c. Eduard Rifà. 24",8560,"938 512 312",NA,1060,"Catalunya Central",24,"Osona",8112,"Manlleu",0,NA,1,"Manlleu","Osona",441422.486,4650565.748,2.292639924,42.004931521,"ESO","a8072176@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"20/09/2020 13:36",8112,"Obert",0,0,0,0,12,0,0,0
8072188,"Institut Escola Sant Jordi",1,"Públic",1,"Dep. Educació","c. Puig-reig. s/n",8670,"938 391 387",NA,1060,"Catalunya Central",7,"Bages",8141,"Navàs",0,NA,3,"Navàs","Bages",406925.118,4639689.999,1.877845098,41.903672821,"EINF2C EPRI ESO","a8072188@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 18:03",8141,"Obert",0,0,0,0,30,0,0,0
8072191,"Escola Bressol Municipal Aqüeducte",1,"Públic",4,"Corp. Locals","c. de Perafita. 48",8033,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430574.531,4590095.279,2.168708447,41.459444604,"EINF1C","a8072191@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072206,"EB privada La Rotllana",2,"Privat",26,"Soc. Mercantils","c. Dr. Hermenegildo Carrera. 13. baixos",8430,"938 424 167",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8181,"La Roca del Vallès",0,NA,1,"La Roca del Vallès","Vallès Oriental - Granollers",443638.125,4603885.824,2.32382676,41.584677162,"EINF1C","a8072206@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 8:37",8181,"Obert",0,0,0,0,1,0,0,0
8072255,"Institut Premià de Mar",1,"Públic",1,"Dep. Educació","c. Rafael de Casanova. s/n",8330,"937 549 282","937 549 283",508,"Maresme - Vallès Oriental",21,"Maresme",8172,"Premià de Mar",0,NA,1,"Premià de Mar","Maresme Sud",447545.096,4593942.409,2.371563521,41.495384435,"ESO BATX CFPM AA03 CFPS PFI CFPB","a8072255@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 20:54",8172,"Obert",1,25,0,0,50,1,0,0
8072292,"Institut Escola Turó de Roquetes",1,"Públic",1,"Dep. Educació","c. Alcàntara. 22",8001,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430904.035,4588648.585,2.172819049,41.446443272,"EINF2C EPRI ESO","a8072292@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 10:39",8019,"Obert",1,20,0,0,39,3,0,0
8072322,"LLI privada Oikia",2,"Privat",26,"Soc. Mercantils","pg. Manuel Girona. 7",8034,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,426566.162,4582475.783,2.121643397,41.390462698,"EINF1C","a8072322@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072334,"Llar d'infants d'Olvan",1,"Públic",4,"Corp. Locals","pl. de l'Ajuntament. s/n",8611,NA,NA,1060,"Catalunya Central",14,"Berguedà",8144,"Olvan",0,NA,1,"Olvan",NA,409559.134,4656668.387,1.906984578,42.056870147,"EINF1C","a8072334@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 14:24",8144,"Obert",0,0,0,0,2,0,0,0
8072346,"Llar d'infants L'Espígol",1,"Públic",4,"Corp. Locals","ctra.Sant Pere de Ribes a Sitges C-15",8810,"938 961 842",NA,208,"Barcelona Comarques",17,"Garraf",8231,"Sant Pere de Ribes",0,NA,5,"Sant Pere de Ribes","Garraf",397071.556,4568891.427,1.77122037,41.264893415,"EINF1C","a8072346@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8231,"Obert",0,0,0,0,0,0,0,0
8072371,"Escola Bressol La Pitota",1,"Públic",4,"Corp. Locals","av. Pau Casals. 47",8513,NA,NA,1060,"Catalunya Central",24,"Osona",8171,"Prats de Lluçanès",0,NA,1,"Prats de Lluçanès","Osona",419779.138,4651163.651,2.031232518,42.008407975,"EINF1C","a8072371@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 10:43",8171,"Obert",0,0,0,0,4,0,0,0
8072383,"Institut Domus d'Olivet",1,"Públic",1,"Dep. Educació","av. de Canovelles. 125",8420,"938 401 990",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8041,"Canovelles",0,NA,1,"La Serra","Vallès Oriental - Granollers",439925.721,4608683.623,2.278811282,41.627618353,"ESO","a8072383@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 18:06",8041,"Obert",0,0,0,0,10,2,0,0
8072395,"Escola Polinyà",1,"Públic",1,"Dep. Educació","av. Can Serra cantonada c. Lleida",8213,"937 134 404",NA,408,"Vallès Occidental",40,"Vallès Occidental",8167,"Polinyà",0,NA,1,"Polinyà",NA,429247.702,4601549.851,2.15147666,41.562493721,"EINF2C EPRI","a8072395@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 12:12",8167,"Obert",1,22,1,7,10,0,0,0
8072401,"Institut Torrent dels Alous",1,"Públic",1,"Dep. Educació","ptge. Marconi. 13-15",8191,"938 393 714",NA,408,"Vallès Occidental",40,"Vallès Occidental",8184,"Rubí",0,NA,1,"Rubí","Vallès Occidental Sud",419869.926,4592841.244,2.040184264,41.483177819,"ESO BATX","a8072401@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 21:16",8184,"Obert",1,24,0,0,26,3,1,0
8072425,"LLI privada La Marieta",2,"Privat",26,"Soc. Mercantils","c. Pedres Blanques. 33",8192,NA,NA,408,"Vallès Occidental",40,"Vallès Occidental",8238,"Sant Quirze del Vallès",0,NA,4,"Sant Quirze del Vallès","Vallès Occidental - Sabadell",422144.972,4599252.821,2.066602552,41.541146164,"EINF1C","a8072425@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8238,"Obert",0,0,0,0,0,0,0,0
8072437,"Escola Bressol La Blaveta",1,"Públic",4,"Corp. Locals","c. Tibidabo. 1",8820,"934 794 520",NA,308,"Baix Llobregat",11,"Baix Llobregat",8169,"El Prat de Llobregat",0,NA,1,"El Prat de Llobregat","Baix Llobregat Delta",423743.641,4574752.058,2.088857363,41.320636029,"EINF1C","a8072437@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8169,"Obert",0,0,0,0,0,0,0,0
8072449,"Escola Bressol del Barato",1,"Públic",4,"Corp. Locals","c. Montevideo. 253",8340,"937 593 662",NA,508,"Maresme - Vallès Oriental",21,"Maresme",8219,"Vilassar de Mar",0,NA,1,"Vilassar de Mar","Maresme Sud",448775.85,4595536.98,2.386172134,41.509826243,"EINF1C","a8072449@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 16:10",8219,"Obert",0,0,0,0,2,0,0,0
8072450,"Escola Bressol El Gegant del Pi",1,"Públic",4,"Corp. Locals","pl. Catalunya / c. Provença / Terme",8520,"937 320 300",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8086,"Les Franqueses del Vallès",0,NA,2,"Corró d'Avall","Vallès Oriental - Granollers",441471.575,4607440.202,2.29748939,41.616534297,"EINF1C","a8072450@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8086,"Obert",0,0,0,0,0,1,0,0
8072462,"Escola Bressol La Casa de la Muntanya",1,"Públic",4,"Corp. Locals","c. Estronci. 24-26",8901,"933 377 045",NA,208,"Barcelona Comarques",13,"Barcelonès",8101,"L'Hospitalet de Llobregat",0,NA,1,"L'Hospitalet de Llobregat","L'Hospitalet de Llobregat",424001.732,4579751.132,2.091315037,41.365684888,"EINF1C","a8072462@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8101,"Obert",0,0,0,0,0,0,0,0
8072474,"Escola Superior de Disseny IED",2,"Privat",26,"Soc. Mercantils","c. Biada. 11",8012,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429369.021,4584105.032,2.154975328,41.405387764,"ESDI","a8072474@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072486,"Llar d'infants La Maduixa",1,"Públic",4,"Corp. Locals","c. La Plata. 28",8921,"934 683 132",NA,208,"Barcelona Comarques",13,"Barcelonès",8245,"Santa Coloma de Gramenet",0,NA,1,"Santa Coloma de Gramenet","Santa Coloma de Gramenet",434194.234,4589523.151,2.212108627,41.454596666,"EINF1C","a8072486@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8245,"Obert",0,0,0,0,0,0,0,0
8072498,"Llar d'infants municipal Estel 2",1,"Públic",4,"Corp. Locals","del Farguell. s/n",8680,NA,NA,1060,"Catalunya Central",14,"Berguedà",8092,"Gironella",0,NA,2,"Gironella",NA,407364.243,4654261.969,1.880843675,42.03494499,"EINF1C","a8072498@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8092,"Obert",0,0,0,0,0,0,0,0
8072504,"Escola Bressol Virolet",1,"Públic",4,"Corp. Locals","c. Molí de la Torre. 169",8915,"934 651 057",NA,208,"Barcelona Comarques",13,"Barcelonès",8015,"Badalona",0,NA,1,"Badalona","Badalona",436779.946,4590435.974,2.242969059,41.463026081,"EINF1C","a8072504@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"19/09/2020 7:18",8015,"Obert",1,0,0,0,0,0,0,0
8072541,"Sant Cugat ESN",2,"Privat",26,"Soc. Mercantils","av. Cerdanyola. 73. Planta 1",8172,"935 892 787",NA,408,"Vallès Occidental",40,"Vallès Occidental",8205,"Sant Cugat del Vallès",0,NA,3,"Sant Cugat del Vallès","Vallès Occidental Sud",424181.748,4591783.854,2.091958754,41.474073954,"CFPM CFPS CFAS","a8072541@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 12:44",8205,"Obert",0,0,0,0,7,0,0,0
8072553,"Escola Bressol Torre la Miranda",1,"Públic",4,"Corp. Locals","p. dels Almogàvers. 2",8940,NA,NA,308,"Baix Llobregat",11,"Baix Llobregat",8073,"Cornellà de Llobregat",0,NA,3,"Cornellà de Llobregat","Baix Llobregat Est",423456.505,4579489.904,2.084829706,41.363280477,"EINF1C","a8072553@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8073,"Obert",0,0,0,0,0,0,0,0
8072589,"EOI Guinardó",1,"Públic",1,"Dep. Educació","av. Mare de Déu de Montserrat. 78-84",8024,"935 542 005",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430371.662,4585162.154,2.166847991,41.41499635,"IDI","a8072589@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072590,"EOI de Rubí",1,"Públic",1,"Dep. Educació","av. Can Fatjó. s/n",8191,"935 542 792",NA,408,"Vallès Occidental",40,"Vallès Occidental",8184,"Rubí",0,NA,1,"Rubí","Vallès Occidental Sud",418465.524,4593328.707,2.023298422,41.487426396,"IDI","a8072590@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8184,"Obert",0,0,0,0,0,0,0,0
8072607,"EOI de Cornellà de Llobregat",1,"Públic",1,"Dep. Educació","c. Ignasi Iglésias. 7",8940,"933 778 177","934 742 456",308,"Baix Llobregat",11,"Baix Llobregat",8073,"Cornellà de Llobregat",0,NA,3,"Cornellà de Llobregat","Baix Llobregat Est",422280.195,4579438.544,2.070773841,41.362705208,"IDI","a8072607@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8073,"Obert",0,0,0,0,0,0,0,0
8072619,"EB privada Nemomarlin Turó Park",2,"Privat",41,"Persones Físiq.","c. Johann Sebastian Bach. 12",8021,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,428029.466,4583008.506,2.139081045,41.395392998,"EINF1C","a8072619@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072620,"LLI privada Petit Nen Jesús de Praga",2,"Privat",31,"Associacions","c. Jacint Verdaguer. 14-18",8915,"933 842 413",NA,208,"Barcelona Comarques",13,"Barcelonès",8015,"Badalona",0,NA,1,"Badalona","Badalona",436829.704,4589562.06,2.2436563,41.455158888,"EINF1C","a8072620@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8015,"Obert",0,0,0,0,0,0,0,0
8072632,"Llar d'infants L'Ànec",1,"Públic",4,"Corp. Locals","c. Francesc Moragas. 98",8922,"933 858 855",NA,208,"Barcelona Comarques",13,"Barcelonès",8245,"Santa Coloma de Gramenet",0,NA,1,"Santa Coloma de Gramenet","Santa Coloma de Gramenet",433609.701,4588781.709,2.205192187,41.447870604,"EINF1C","a8072632@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8245,"Obert",0,0,0,0,0,0,0,0
8072644,"Llar d'infants La Sargantana",1,"Públic",4,"Corp. Locals","c. Sant Jordi. 1-3",8923,"933 858 695",NA,208,"Barcelona Comarques",13,"Barcelonès",8245,"Santa Coloma de Gramenet",0,NA,1,"Santa Coloma de Gramenet","Santa Coloma de Gramenet",433944.752,4588137.526,2.209273402,41.442096299,"EINF1C","a8072644@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8245,"Obert",0,0,0,0,0,0,0,0
8072671,"Escola Bressol Turonet",1,"Públic",4,"Corp. Locals","c. Lesseps. 73",8290,NA,NA,408,"Vallès Occidental",40,"Vallès Occidental",8266,"Cerdanyola del Vallès",0,NA,1,"Cerdanyola del Vallès",NA,429336.18,4592888.557,2.153554914,41.484494199,"EINF1C","a8072671@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 8:01",8266,"Obert",0,0,0,0,5,0,0,0
8072681,"Llar d'infants Sant Marc",1,"Públic",4,"Corp. Locals","c. Sant Marc/ctra. de Moià",8660,"938 200 360",NA,1060,"Catalunya Central",7,"Bages",8018,"Balsareny",0,NA,1,"Balsareny","Bages",406479.982,4634828.212,1.87324883,41.859839341,"EINF1C","a8072681@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 10:25",8018,"Obert",0,0,0,0,3,0,0,0
8072693,"Escola Bressol Municipal Can Caralleu",1,"Públic",4,"Corp. Locals","c. de Can Caralleu. 1",8017,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,426077.759,4583928.725,2.115624802,41.403503941,"EINF1C","a8072693@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072701,"Escola Bressol Municipal Tres Turons",1,"Públic",4,"Corp. Locals","c. Descans. 4-8",8032,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430294.437,4585952.782,2.165832918,41.422110544,"EINF1C","a8072701@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 16:46",8019,"Obert",0,0,0,0,6,0,0,0
8072711,"Escola Bressol Municipal Dolors Canals",1,"Públic",4,"Corp. Locals","c. Perú. 251",8020,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433430.516,4585044.906,2.203458758,41.414199542,"EINF1C","a8072711@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072723,"Escola Bressol Municipal El Roure",1,"Públic",4,"Corp. Locals","c. Urgell. 145",8036,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,429101.777,4582051.92,2.152018759,41.38687262,"EINF1C","a8072723@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072735,"Escola Bressol Municipal Diagonal Mar",1,"Públic",4,"Corp. Locals","c. Josep Pla. 57",8019,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,434178.443,4584702.433,2.212444572,41.411176581,"EINF1C","a8072735@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072747,"Escola Bressol Municipal Puigmal",1,"Públic",4,"Corp. Locals","c. Mònec. 2",8003,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,431289.633,4582179.325,2.178169623,41.388209978,"EINF1C","a8072747@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 14:11",8019,"Obert",0,0,0,0,5,0,0,0
8072759,"Escola Bressol El Gargot",1,"Públic",4,"Corp. Locals","c. Prat de la Riba. 32",8150,"935 622 005",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8159,"Parets del Vallès",0,NA,3,"Parets del Vallès",NA,435763.117,4601315.256,2.229633164,41.560930875,"EINF1C","a8072759@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8159,"Obert",0,0,0,0,0,0,0,0
8072760,"LLI privada Mans Manetes",2,"Privat",41,"Persones Físiq.","c. Lepant. 18",8800,"938 142 291",NA,208,"Barcelona Comarques",17,"Garraf",8307,"Vilanova i la Geltrú",0,NA,1,"Vilanova i la Geltrú","Garraf",392327.37,4564481.179,1.715374901,41.224558208,"EINF1C","a8072760@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8307,"Obert",0,0,0,0,0,0,0,0
8072772,"Waldorf",2,"Privat",31,"Associacions","c. Can Pujades. s/n",8471,"671 369 041",NA,508,"Maresme - Vallès Oriental",41,"Vallès Oriental",8294,"Vallgorguina",0,NA,1,"Vallgorguina","Vallès Oriental Nord",459847.324,4610261.828,2.51785304,41.643084718,"EINF2C EPRI","a8072772@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8294,"Obert",0,0,0,0,0,0,0,0
8072796,"Liberi",2,"Privat",26,"Soc. Mercantils","c. Joaquim Ruyra. 7-11",8330,"648 091 130",NA,508,"Maresme - Vallès Oriental",21,"Maresme",8172,"Premià de Mar",0,NA,1,"Premià de Mar","Maresme Sud",446728.283,4593529.309,2.361814788,41.491609804,"EPRI ESO","a8072796@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8172,"Obert",0,0,0,0,0,0,0,0
8072802,"LLI privada Els Petits Gegants",2,"Privat",41,"Persones Físiq.","pg. Tirso de Molina. 16",8203,NA,NA,408,"Vallès Occidental",40,"Vallès Occidental",8187,"Sabadell",0,NA,3,"Sabadell","Vallès Occidental - Sabadell",426467.946,4598386.008,2.118530271,41.533748342,"EINF1C","a8072802@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 9:54",8187,"Obert",0,0,0,0,3,0,0,0
8072814,"Escola Bressol Municipal L'Arbret de l'Eixample",1,"Públic",4,"Corp. Locals","av. de Roma. 102-104",8015,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,429139.833,4581758.628,2.152508185,41.3842344,"EINF1C","a8072814@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072826,"Escola Bressol Municipal L'Estació",1,"Públic",4,"Corp. Locals","c. Fluvià. 253",8020,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432661.354,4585304.566,2.194227266,41.416474132,"EINF1C","a8072826@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8072838,"Escola Bressol Municipal Colometa",1,"Públic",4,"Corp. Locals","av. Meridiana. 573",8033,NA,NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,432030.051,4588594.515,2.186303886,41.44605241,"EINF1C","a8072838@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
